,STCOUNTYFP,STATE,COUNTYNAME,digital_force,cat_DF
2341,45065,SC,McCormick County,0.12091059232359085,medium
2342,45067,SC,Marion County,-0.18822617851306253,medium
2343,45069,SC,Marlboro County,-0.4101657748343006,medium
2344,45071,SC,Newberry County,-0.09932852004430433,medium
2345,45073,SC,Oconee County,0.09739639673930987,medium
2346,45075,SC,Orangeburg County,-0.09109130265313732,medium
2347,45077,SC,Pickens County,0.2672472462111352,medium
2348,45079,SC,Richland County,0.0590203860648581,medium
2349,45081,SC,Saluda County,0.004561165168601879,medium
2350,45083,SC,Spartanburg County,0.23332000273965345,medium
2351,45085,SC,Sumter County,-0.07389023436832409,medium
2352,45087,SC,Union County,-0.004888956134369762,medium
2353,45089,SC,Williamsburg County,-0.24039651810200746,medium
2354,45091,SC,York County,0.4691068667004346,medium
2355,46003,SD,Aurora County,-0.12170052422025054,medium
2356,46005,SD,Beadle County,0.02374907270252928,medium
2357,46007,SD,Bennett County,-0.02527837345645935,medium
2358,46009,SD,Bon Homme County,-0.0315936434886283,medium
2359,46011,SD,Brookings County,-0.04810591602211529,medium
2360,46013,SD,Brown County,0.08345608578596098,medium
2361,46015,SD,Brule County,-0.10873213173156357,medium
2362,46017,SD,Buffalo County,-0.13530081413251255,medium
2363,46019,SD,Butte County,0.11601980425114015,medium
2364,46021,SD,Campbell County,-0.18826125903756447,medium
2365,46023,SD,Charles Mix County,-0.13710253147938214,medium
2366,46025,SD,Clark County,-0.015815199336776196,medium
2367,46027,SD,Clay County,-0.014512675919149613,medium
2368,46029,SD,Codington County,-0.15243990758523945,medium
2369,46031,SD,Corson County,0.1769430732021571,medium
2370,46033,SD,Custer County,-0.03708221365657589,medium
2371,46035,SD,Davison County,-0.2058958404570161,medium
2372,46037,SD,Day County,0.027801031116719947,medium
2373,46039,SD,Deuel County,-0.08541213285114506,medium
2374,46041,SD,Dewey County,-0.2297701786314986,medium
2375,46043,SD,Douglas County,0.10045369673904644,medium
2376,46045,SD,Edmunds County,-0.08945949311996904,medium
2377,46047,SD,Fall River County,-0.12474642179533545,medium
2378,46049,SD,Faulk County,-0.08945949311996904,medium
2379,46051,SD,Grant County,-0.0015771823290564055,medium
2380,46053,SD,Gregory County,-0.1276143748107833,medium
2381,46055,SD,Haakon County,-0.047226477526932216,medium
2382,46057,SD,Hamlin County,0.07887044810396196,medium
2383,46059,SD,Hand County,-0.13530081413251255,medium
2384,46061,SD,Hanson County,-0.12737040833257096,medium
2385,46063,SD,Harding County,0.11601980425114015,medium
2386,46065,SD,Hughes County,-0.32779723740174194,medium
2387,46067,SD,Hutchinson County,-0.12737040833257096,medium
2388,46069,SD,Hyde County,0.038688098283337344,medium
2389,46071,SD,Jackson County,-0.07079433423075036,medium
2390,46073,SD,Jerauld County,-0.10873213173156357,medium
2391,46075,SD,Jones County,-0.10489895697070076,medium
2392,46077,SD,Kingsbury County,0.07887044810396196,medium
2393,46079,SD,Lake County,0.005913802890089403,medium
2394,46081,SD,Lawrence County,0.11601980425114015,medium
2395,46083,SD,Lincoln County,0.052908845743988485,medium
2396,46085,SD,Lyman County,0.011654757735450728,medium
2397,46087,SD,McCook County,-0.04935117323129714,medium
2398,46089,SD,McPherson County,-0.1710699322563605,medium
2399,46091,SD,Marshall County,0.051039953380236806,medium
2400,46093,SD,Meade County,0.03728238280067223,medium
2401,46095,SD,Mellette County,-0.0997374339010306,medium
2402,46097,SD,Miner County,0.005913802890089403,medium
2403,46099,SD,Minnehaha County,0.0699181236376302,medium
2404,46101,SD,Moody County,0.06674699134687184,medium
2405,46103,SD,Pennington County,0.03728238280067223,medium
2406,46105,SD,Perkins County,0.21434295245145574,medium
2407,46107,SD,Potter County,-0.0336687363673136,medium
2408,46109,SD,Roberts County,-0.0015771823290564055,medium
2409,46111,SD,Sanborn County,0.02374907270252928,medium
2410,46115,SD,Spink County,-0.04609928189148632,medium
2411,46117,SD,Stanley County,-0.047226477526932216,medium
2412,46119,SD,Sully County,-0.32779723740174194,medium
2413,46121,SD,Todd County,-0.02780870701237213,medium
2414,46123,SD,Tripp County,-0.1276143748107833,medium
2415,46125,SD,Turner County,-0.09266022355280104,medium
2416,46127,SD,Union County,-0.07200014892756718,medium
2417,46129,SD,Walworth County,-0.2621546916759358,medium
2418,46135,SD,Yankton County,-0.014512675919149613,medium
2419,46137,SD,Ziebach County,-0.09603592146881287,medium
2420,47001,TN,Anderson County,0.4494437023973028,medium
2421,47003,TN,Bedford County,0.2014914642452732,medium
2422,47005,TN,Benton County,0.02110134105417004,medium
2423,47007,TN,Bledsoe County,0.10143195136929584,medium
2424,47009,TN,Blount County,0.28492855940499745,medium
2425,47011,TN,Bradley County,0.20941573221678356,medium
2426,47013,TN,Campbell County,0.16787899656934446,medium
2427,47015,TN,Cannon County,0.062383194532642475,medium
2428,47017,TN,Carroll County,0.02110134105417004,medium
2429,47019,TN,Carter County,0.12355928303321714,medium
2430,47021,TN,Cheatham County,0.15367519650144734,medium
2431,47023,TN,Chester County,0.05729188328878576,medium
2432,47025,TN,Claiborne County,0.12014264228575385,medium
2433,47027,TN,Clay County,0.13222147782938834,medium
2434,47029,TN,Cocke County,0.13565931341646018,medium
2435,47031,TN,Coffee County,0.2014914642452732,medium
2436,47033,TN,Crockett County,-0.11199282325481552,medium
2437,47035,TN,Cumberland County,0.2144539065643037,medium
2438,47037,TN,Davidson County,0.3103775092935717,medium
2439,47039,TN,Decatur County,-0.1240039927071898,medium
2440,47041,TN,DeKalb County,0.07473388187434894,medium
2441,47043,TN,Dickson County,0.15367519650144734,medium
2442,47045,TN,Dyer County,0.14672592538944634,medium
2443,47047,TN,Fayette County,0.2045000307710328,medium
2444,47049,TN,Fentress County,-0.08191729072334447,medium
2445,47051,TN,Franklin County,0.2014914642452732,medium
2446,47053,TN,Gibson County,0.02105447323576235,medium
2447,47055,TN,Giles County,0.014844159267392116,medium
2448,47057,TN,Grainger County,0.03901321898794487,medium
2449,47059,TN,Greene County,0.2717419166565272,medium
2450,47061,TN,Grundy County,0.05299200940287797,medium
2451,47063,TN,Hamblen County,0.16080762826038456,medium
2452,47065,TN,Hamilton County,0.3073831870447607,medium
2453,47067,TN,Hancock County,0.12014264228575385,medium
2454,47069,TN,Hardeman County,-0.12217977845370408,medium
2455,47071,TN,Hardin County,0.09617778669020284,medium
2456,47073,TN,Hawkins County,0.2717419166565272,medium
2457,47075,TN,Haywood County,-0.2096153053372241,medium
2458,47077,TN,Henderson County,0.05729188328878576,medium
2459,47079,TN,Henry County,0.014879828280241463,medium
2460,47081,TN,Hickman County,-0.14432945682508058,medium
2461,47083,TN,Houston County,0.007700049920227002,medium
2462,47085,TN,Humphreys County,-0.09683368259865437,medium
2463,47087,TN,Jackson County,0.4036677282301153,medium
2464,47089,TN,Jefferson County,0.3453751264131896,medium
2465,47091,TN,Johnson County,-0.09797503379410688,medium
2466,47093,TN,Knox County,0.4494437023973028,medium
2467,47095,TN,Lake County,0.10962202569511993,medium
2468,47097,TN,Lauderdale County,-0.1407046635457393,medium
2469,47099,TN,Lawrence County,0.3012809645643662,medium
2470,47101,TN,Lewis County,0.014844159267392116,medium
2471,47103,TN,Lincoln County,-0.0831335932505431,medium
2472,47105,TN,Loudon County,0.28492855940499745,medium
2473,47107,TN,McMinn County,0.1694400769536457,medium
2474,47109,TN,McNairy County,0.05138278170228347,medium
2475,47111,TN,Macon County,0.13222147782938834,medium
2476,47113,TN,Madison County,0.05729188328878576,medium
2477,47115,TN,Marion County,0.05299200940287797,medium
2478,47117,TN,Marshall County,0.08682916450200111,medium
2479,47119,TN,Maury County,0.014844159267392116,medium
2480,47121,TN,Meigs County,-0.02224461701338497,medium
2481,47123,TN,Monroe County,0.1694400769536457,medium
2482,47125,TN,Montgomery County,0.08022976903085663,medium
2483,47127,TN,Moore County,0.2014914642452732,medium
2484,47129,TN,Morgan County,0.2349310144234269,medium
2485,47131,TN,Obion County,0.11021142573853887,medium
2486,47133,TN,Overton County,0.4036677282301153,medium
2487,47135,TN,Perry County,0.02467358618945972,medium
2488,47137,TN,Pickett County,0.03637827003471459,medium
2489,47139,TN,Polk County,0.20941573221678356,medium
2490,47141,TN,Putnam County,0.4036677282301153,medium
2491,47143,TN,Rhea County,-0.03676924701696119,medium
2492,47145,TN,Roane County,0.2551456553789744,medium
2493,47147,TN,Robertson County,0.1923028356539533,medium
2494,47149,TN,Rutherford County,0.3292340623787361,medium
2495,47151,TN,Scott County,0.05606642624569959,medium
2496,47153,TN,Sequatchie County,0.10143195136929584,medium
2497,47155,TN,Sevier County,0.3453751264131896,medium
2498,47157,TN,Shelby County,0.2995794075441205,medium
2499,47159,TN,Smith County,0.18900135983126268,medium
2500,47161,TN,Stewart County,0.02525321002179948,medium
2501,47163,TN,Sullivan County,0.44218305282975895,medium
2502,47165,TN,Sumner County,0.1923028356539533,medium
2503,47167,TN,Tipton County,0.07700900973415216,medium
2504,47169,TN,Trousdale County,0.08623745323671941,medium
2505,47171,TN,Unicoi County,-0.057631185826642416,medium
2506,47173,TN,Union County,0.12686871263018212,medium
2507,47175,TN,Van Buren County,-0.2630279554997725,medium
2508,47177,TN,Warren County,-0.21176920392010895,medium
2509,47179,TN,Washington County,0.17682285081970603,medium
2510,47181,TN,Wayne County,0.3012809645643662,medium
2511,47183,TN,Weakley County,0.014879828280241463,medium
2512,47185,TN,White County,0.4036677282301153,medium
2513,47187,TN,Williamson County,0.2914339667561012,medium
2514,47189,TN,Wilson County,0.30792500011652674,medium
2515,48001,TX,Anderson County,-0.006955554784269793,medium
2516,48003,TX,Andrews County,-0.08717532025234671,medium
2517,48005,TX,Angelina County,0.24537773940583735,medium
2518,48007,TX,Aransas County,0.28718036922884554,medium
2519,48009,TX,Archer County,0.16594685201352413,medium
2520,48011,TX,Armstrong County,-0.1639664687858422,medium
2521,48013,TX,Atascosa County,0.1973939284753164,medium
2522,48015,TX,Austin County,-0.032739991977434324,medium
2523,48017,TX,Bailey County,-0.2416134658276201,medium
2524,48019,TX,Bandera County,0.26266439883263865,medium
2525,48021,TX,Bastrop County,0.19683255146039955,medium
2526,48023,TX,Baylor County,-0.37348063712874185,medium
2527,48025,TX,Bee County,0.002727351615985455,medium
2528,48027,TX,Bell County,0.2480209476515752,medium
2529,48029,TX,Bexar County,0.4458457443088917,medium
2530,48031,TX,Blanco County,0.3181458763816521,medium
2531,48033,TX,Borden County,0.04698201320406173,medium
2532,48035,TX,Bosque County,0.14979779483178626,medium
2533,48037,TX,Bowie County,-0.008629186147421197,medium
2534,48039,TX,Brazoria County,0.23291113015813925,medium
2535,48041,TX,Brazos County,0.396327035819632,medium
2536,48043,TX,Brewster County,-0.006246564158942697,medium
2537,48045,TX,Briscoe County,-0.21444715706631154,medium
2538,48047,TX,Brooks County,-0.2783229449850779,medium
2539,48049,TX,Brown County,-0.05843976611438406,medium
2540,48051,TX,Burleson County,-0.215684097234506,medium
2541,48053,TX,Burnet County,0.2673470612815337,medium
2542,48055,TX,Caldwell County,0.2961501252703234,medium
2543,48057,TX,Calhoun County,-0.015263267927000997,medium
2544,48059,TX,Callahan County,-0.07895588647869589,medium
2545,48061,TX,Cameron County,0.11851451728028728,medium
2546,48063,TX,Camp County,0.06110382867321375,medium
2547,48065,TX,Carson County,-0.010316126883445414,medium
2548,48067,TX,Cass County,-0.0627594334229991,medium
2549,48069,TX,Castro County,0.23064595040895364,medium
2550,48071,TX,Chambers County,0.14518111763884492,medium
2551,48073,TX,Cherokee County,0.10125189954472848,medium
2552,48075,TX,Childress County,-0.09065967668454844,medium
2553,48077,TX,Clay County,0.16594685201352413,medium
2554,48079,TX,Cochran County,-0.13126158791323522,medium
2555,48081,TX,Coke County,-0.09375047130246104,medium
2556,48083,TX,Coleman County,-0.01253457642878776,medium
2557,48085,TX,Collin County,0.5170205979675527,high
2558,48087,TX,Collingsworth County,-0.09065967668454844,medium
2559,48089,TX,Colorado County,-0.032739991977434324,medium
2560,48091,TX,Comal County,0.4458457443088917,medium
2561,48093,TX,Comanche County,0.08247044545181613,medium
2562,48095,TX,Concho County,-0.08751902037382601,medium
2563,48097,TX,Cooke County,0.37271379903725294,medium
2564,48099,TX,Coryell County,0.1587006319436053,medium
2565,48101,TX,Cottle County,-0.27489252899010497,medium
2566,48103,TX,Crane County,-0.1720835875698139,medium
2567,48105,TX,Crockett County,-0.6444465896167562,low
2568,48107,TX,Crosby County,-0.12206092001893247,medium
2569,48109,TX,Culberson County,-0.09404732675909996,medium
2570,48111,TX,Dallam County,-0.3583429796013102,medium
2571,48113,TX,Dallas County,0.5170205979675527,high
2572,48115,TX,Dawson County,-0.1466591201875963,medium
2573,48117,TX,Deaf Smith County,0.23064595040895364,medium
2574,48119,TX,Delta County,-0.010088360237524177,medium
2575,48121,TX,Denton County,0.5170205979675527,high
2576,48123,TX,DeWitt County,-0.11682855173380904,medium
2577,48125,TX,Dickens County,-0.01424502543697526,medium
2578,48127,TX,Dimmit County,-0.048279107073495184,medium
2579,48129,TX,Donley County,-0.0995519392109989,medium
2580,48131,TX,Duval County,0.07101189060281739,medium
2581,48133,TX,Eastland County,-0.04225351430809937,medium
2582,48135,TX,Ector County,0.4926783878581381,medium
2583,48137,TX,Edwards County,0.050121393188768036,medium
2584,48139,TX,Ellis County,0.4527266358809284,medium
2585,48141,TX,El Paso County,0.21503525210628816,medium
2586,48143,TX,Erath County,-0.06348512767982753,medium
2587,48145,TX,Falls County,0.03359154901236985,medium
2588,48147,TX,Fannin County,0.17951688865495474,medium
2589,48149,TX,Fayette County,-0.045146134989028905,medium
2590,48151,TX,Fisher County,-0.1887195014655352,medium
2591,48153,TX,Floyd County,-0.2451354626043644,medium
2592,48155,TX,Foard County,-0.27489252899010497,medium
2593,48157,TX,Fort Bend County,0.5020939847788516,high
2594,48159,TX,Franklin County,0.06110382867321375,medium
2595,48161,TX,Freestone County,-0.007150986560939216,medium
2596,48163,TX,Frio County,0.12926937058633384,medium
2597,48165,TX,Gaines County,0.019994866316185054,medium
2598,48167,TX,Galveston County,0.30835073236824123,medium
2599,48169,TX,Garza County,-0.11171636355228652,medium
2600,48171,TX,Gillespie County,0.13640208116604627,medium
2601,48173,TX,Glasscock County,0.03640220629039835,medium
2602,48175,TX,Goliad County,-0.04790010364684395,medium
2603,48177,TX,Gonzales County,0.046465122026167725,medium
2604,48179,TX,Gray County,0.0009766838945583288,medium
2605,48181,TX,Grayson County,0.24721114602451424,medium
2606,48183,TX,Gregg County,0.24924007445759025,medium
2607,48185,TX,Grimes County,0.344340896886091,medium
2608,48187,TX,Guadalupe County,0.31748393662304525,medium
2609,48189,TX,Hale County,-0.08481410068738894,medium
2610,48191,TX,Hall County,-0.08243634358138283,medium
2611,48193,TX,Hamilton County,-0.09393343522646412,medium
2612,48195,TX,Hansford County,-0.19697471926073468,medium
2613,48197,TX,Hardeman County,-0.12184652590843766,medium
2614,48199,TX,Hardin County,0.04997748914514423,medium
2615,48201,TX,Harris County,0.4627385265143022,medium
2616,48203,TX,Harrison County,0.1880758909358672,medium
2617,48205,TX,Hartley County,0.07339996694971318,medium
2618,48207,TX,Haskell County,-0.010962541225335168,medium
2619,48209,TX,Hays County,0.4035915908188925,medium
2620,48211,TX,Hemphill County,-0.14929996132603787,medium
2621,48213,TX,Henderson County,0.1673488930653081,medium
2622,48215,TX,Hidalgo County,0.2219175311403576,medium
2623,48217,TX,Hill County,-0.03578260929590224,medium
2624,48219,TX,Hockley County,0.11392301221949044,medium
2625,48221,TX,Hood County,0.24433036725957785,medium
2626,48223,TX,Hopkins County,0.06110382867321375,medium
2627,48225,TX,Houston County,-0.12842107319749954,medium
2628,48227,TX,Howard County,-0.054205877315755935,medium
2629,48229,TX,Hudspeth County,0.050383212022349945,medium
2630,48231,TX,Hunt County,0.1525801176900502,medium
2631,48233,TX,Hutchinson County,-0.11361054001114515,medium
2632,48235,TX,Irion County,0.3156533403389197,medium
2633,48237,TX,Jack County,-0.15544388976636814,medium
2634,48239,TX,Jackson County,-0.07511152491900071,medium
2635,48241,TX,Jasper County,-0.15200724278674624,medium
2636,48243,TX,Jeff Davis County,-0.20951437693732744,medium
2637,48245,TX,Jefferson County,0.39284768903045264,medium
2638,48247,TX,Jim Hogg County,-0.13625794097314534,medium
2639,48249,TX,Jim Wells County,0.07101189060281739,medium
2640,48251,TX,Johnson County,0.4543051618502722,medium
2641,48253,TX,Jones County,0.02286906216394581,medium
2642,48255,TX,Karnes County,-0.1426043041515646,medium
2643,48257,TX,Kaufman County,0.1673488930653081,medium
2644,48259,TX,Kendall County,0.4458457443088917,medium
2645,48261,TX,Kenedy County,-0.12208441046340272,medium
2646,48263,TX,Kent County,-0.07246978036925741,medium
2647,48265,TX,Kerr County,0.13640208116604627,medium
2648,48267,TX,Kimble County,-0.03616931306646283,medium
2649,48269,TX,King County,-0.1900234717444076,medium
2650,48271,TX,Kinney County,-0.17604031043485996,medium
2651,48273,TX,Kleberg County,-0.5331021173453321,low
2652,48275,TX,Knox County,0.014454395062005024,medium
2653,48277,TX,Lamar County,0.015513902530140154,medium
2654,48279,TX,Lamb County,-0.0390221979294425,medium
2655,48281,TX,Lampasas County,0.2673470612815337,medium
2656,48283,TX,La Salle County,-0.0974376798365288,medium
2657,48285,TX,Lavaca County,0.046465122026167725,medium
2658,48287,TX,Lee County,0.19683255146039955,medium
2659,48289,TX,Leon County,-0.03537443545480446,medium
2660,48291,TX,Liberty County,0.14518111763884492,medium
2661,48293,TX,Limestone County,-0.007150986560939216,medium
2662,48295,TX,Lipscomb County,-0.022389387060521182,medium
2663,48297,TX,Live Oak County,-0.10874087200596946,medium
2664,48299,TX,Llano County,-0.08806546799642283,medium
2665,48301,TX,Loving County,-0.2927617124232118,medium
2666,48303,TX,Lubbock County,0.4066146516958143,medium
2667,48305,TX,Lynn County,0.4066146516958143,medium
2668,48307,TX,McCulloch County,-0.2545108985402062,medium
2669,48309,TX,McLennan County,0.14111434478753654,medium
2670,48311,TX,McMullen County,-0.1345564684923651,medium
2671,48313,TX,Madison County,-0.03537443545480446,medium
2672,48315,TX,Marion County,-0.14549776326592506,medium
2673,48317,TX,Martin County,0.27870417509994544,medium
2674,48319,TX,Mason County,-0.1983917735278534,medium
2675,48321,TX,Matagorda County,-0.0477958121935909,medium
2676,48323,TX,Maverick County,-0.17604031043485996,medium
2677,48325,TX,Medina County,0.26266439883263865,medium
2678,48327,TX,Menard County,-0.03616931306646283,medium
2679,48329,TX,Midland County,0.4926783878581381,medium
2680,48331,TX,Milam County,-0.16897826372613306,medium
2681,48333,TX,Mills County,-0.09783282855156374,medium
2682,48335,TX,Mitchell County,-0.27654996182391783,medium
2683,48337,TX,Montague County,0.37271379903725294,medium
2684,48339,TX,Montgomery County,0.3802038035998965,medium
2685,48341,TX,Moore County,-0.044254732405206235,medium
2686,48343,TX,Morris County,-0.09706339830742916,medium
2687,48345,TX,Motley County,-0.21444715706631154,medium
2688,48347,TX,Nacogdoches County,0.08197040617813091,medium
2689,48349,TX,Navarro County,0.23122137520659866,medium
2690,48351,TX,Newton County,-0.10047048391903443,medium
2691,48353,TX,Nolan County,-0.07127237590516626,medium
2692,48355,TX,Nueces County,0.3636999133640394,medium
2693,48357,TX,Ochiltree County,-0.15073788508813565,medium
2694,48359,TX,Oldham County,-0.27669016581262107,medium
2695,48361,TX,Orange County,0.0740820794501596,medium
2696,48363,TX,Palo Pinto County,0.3757043221610166,medium
2697,48365,TX,Panola County,0.06516063438334534,medium
2698,48367,TX,Parker County,0.3757043221610166,medium
2699,48369,TX,Parmer County,-0.12059972309745258,medium
2700,48371,TX,Pecos County,0.03056046803296868,medium
2701,48373,TX,Polk County,0.053882793230522336,medium
2702,48375,TX,Potter County,0.17082274323825486,medium
2703,48377,TX,Presidio County,-0.044621464293870185,medium
2704,48379,TX,Rains County,-0.1860904323700247,medium
2705,48381,TX,Randall County,0.17082274323825486,medium
2706,48383,TX,Reagan County,0.03640220629039835,medium
2707,48385,TX,Real County,0.050121393188768036,medium
2708,48387,TX,Red River County,-0.0676273966739052,medium
2709,48389,TX,Reeves County,-0.30592786993856325,medium
2710,48391,TX,Refugio County,-0.15396953364155028,medium
2711,48393,TX,Roberts County,-0.15073788508813565,medium
2712,48395,TX,Robertson County,0.396327035819632,medium
2713,48397,TX,Rockwall County,0.3385357186929777,medium
2714,48399,TX,Runnels County,-0.15283266041950935,medium
2715,48401,TX,Rusk County,0.06516063438334534,medium
2716,48403,TX,Sabine County,-0.07457185019264688,medium
2717,48405,TX,San Augustine County,-0.2254326028762623,medium
2718,48407,TX,San Jacinto County,0.16729567955759794,medium
2719,48409,TX,San Patricio County,0.12978046947695165,medium
2720,48411,TX,San Saba County,-0.060533321930005164,medium
2721,48413,TX,Schleicher County,-0.21529924341270693,medium
2722,48415,TX,Scurry County,0.04698201320406173,medium
2723,48417,TX,Shackelford County,-0.07895588647869589,medium
2724,48419,TX,Shelby County,-0.3898785014359039,medium
2725,48421,TX,Sherman County,-0.3583429796013102,medium
2726,48423,TX,Smith County,0.185019212928702,medium
2727,48425,TX,Somervell County,0.15357807625924325,medium
2728,48427,TX,Starr County,-0.13625794097314534,medium
2729,48429,TX,Stephens County,0.18501887685534246,medium
2730,48431,TX,Sterling County,-0.3861734247141072,medium
2731,48433,TX,Stonewall County,-0.5802520781454761,low
2732,48435,TX,Sutton County,-0.2150937924900524,medium
2733,48437,TX,Swisher County,-0.044009611426595915,medium
2734,48439,TX,Tarrant County,0.511062307681982,high
2735,48441,TX,Taylor County,0.2278708757706745,medium
2736,48443,TX,Terrell County,0.03056046803296868,medium
2737,48445,TX,Terry County,-0.07517613043899116,medium
2738,48447,TX,Throckmorton County,-0.2983742153884126,medium
2739,48449,TX,Titus County,0.05466735608816165,medium
2740,48451,TX,Tom Green County,0.3156533403389197,medium
2741,48453,TX,Travis County,0.4035915908188925,medium
2742,48455,TX,Trinity County,0.24537773940583735,medium
2743,48457,TX,Tyler County,-0.03355986184658831,medium
2744,48459,TX,Upshur County,0.24924007445759025,medium
2745,48461,TX,Upton County,-0.26931774096105976,medium
2746,48463,TX,Uvalde County,0.050121393188768036,medium
2747,48467,TX,Van Zandt County,0.1439848964407793,medium
2748,48469,TX,Victoria County,0.2183342691451889,medium
2749,48471,TX,Walker County,0.19168068428004906,medium
2750,48473,TX,Waller County,0.3475841186133241,medium
2751,48475,TX,Ward County,-0.2368969559639164,medium
2752,48477,TX,Washington County,-0.05583531554434416,medium
2753,48479,TX,Webb County,0.1238322761802111,medium
2754,48481,TX,Wharton County,0.12164324615998146,medium
2755,48483,TX,Wheeler County,0.0009766838945583288,medium
2756,48485,TX,Wichita County,0.1847806771467652,medium
2757,48487,TX,Wilbarger County,-0.12184652590843766,medium
2758,48489,TX,Willacy County,-0.0057641034952772615,medium
2759,48491,TX,Williamson County,0.3670542785989133,medium
2760,48493,TX,Wilson County,0.1973939284753164,medium
2761,48495,TX,Winkler County,-0.2415216509788771,medium
2762,48497,TX,Wise County,0.37271379903725294,medium
2763,48499,TX,Wood County,0.1439848964407793,medium
2764,48501,TX,Yoakum County,0.019994866316185054,medium
2765,48503,TX,Young County,0.18501887685534246,medium
2766,48505,TX,Zapata County,-0.03776745473236899,medium
2767,48507,TX,Zavala County,0.12926937058633384,medium
2768,49001,UT,Beaver County,-0.03256459716447173,medium
2769,49003,UT,Box Elder County,-0.028967170212037263,medium
2770,49005,UT,Cache County,0.2660813175828312,medium
2771,49007,UT,Carbon County,-0.04110607536680752,medium
2772,49009,UT,Daggett County,-0.28490409320976995,medium
2773,49011,UT,Davis County,0.3814322289109613,medium
2774,49013,UT,Duchesne County,-0.03226823730594708,medium
2775,49015,UT,Emery County,-0.04110607536680752,medium
2776,49017,UT,Garfield County,0.009893653696547546,medium
2777,49019,UT,Grand County,-0.11197557529500674,medium
2778,49021,UT,Iron County,0.10758282257856468,medium
2779,49023,UT,Juab County,-0.13269822226647668,medium
2780,49025,UT,Kane County,0.11566016923363645,medium
2781,49027,UT,Millard County,-0.05684357266925276,medium
2782,49029,UT,Morgan County,-0.15665388345280246,medium
2783,49031,UT,Piute County,-0.032397322664129674,medium
2784,49033,UT,Rich County,-0.02609897000085476,medium
2785,49035,UT,Salt Lake County,0.42537303057783055,medium
2786,49037,UT,San Juan County,-0.11197557529500674,medium
2787,49039,UT,Sanpete County,0.08477271212826144,medium
2788,49041,UT,Sevier County,-0.07745680905006072,medium
2789,49043,UT,Summit County,-0.10740653716341617,medium
2790,49045,UT,Tooele County,0.017627159763941105,medium
2791,49047,UT,Uintah County,-0.11260733061051333,medium
2792,49049,UT,Utah County,0.3613367395453007,medium
2793,49051,UT,Wasatch County,-0.10740653716341617,medium
2794,49053,UT,Washington County,0.10758282257856468,medium
2795,49055,UT,Wayne County,-0.165827620421325,medium
2796,49057,UT,Weber County,0.3085315383494249,medium
2797,50001,VT,Addison County,-0.04915133878870125,medium
2798,50003,VT,Bennington County,0.07143312709482433,medium
2799,50005,VT,Caledonia County,0.0609704359076056,medium
2800,50007,VT,Chittenden County,0.2486679556170623,medium
2801,50009,VT,Essex County,0.08197937526659325,medium
2802,50011,VT,Franklin County,-0.04327026116361846,medium
2803,50013,VT,Grand Isle County,-0.022918405350596242,medium
2804,50015,VT,Lamoille County,-0.05114803208628044,medium
2805,50017,VT,Orange County,0.2562868755095425,medium
2806,50019,VT,Orleans County,0.0609704359076056,medium
2807,50021,VT,Rutland County,0.07235618804174643,medium
2808,50023,VT,Washington County,0.2562868755095425,medium
2809,50025,VT,Windham County,0.11240772291394216,medium
2810,50027,VT,Windsor County,0.1348954116095338,medium
2811,51001,VA,Accomack County,0.07105027902742199,medium
2812,51003,VA,Albemarle County,0.20703420282573656,medium
2813,51005,VA,Alleghany County,-0.10028712269976403,medium
2814,51007,VA,Amelia County,0.11826010060763008,medium
2815,51009,VA,Amherst County,0.15006424829700596,medium
2816,51011,VA,Appomattox County,-0.16561615909582572,medium
2817,51013,VA,Arlington County,0.29200181711315765,medium
2818,51015,VA,Augusta County,0.2827673327779943,medium
2819,51017,VA,Bath County,-0.029997357710319392,medium
2820,51019,VA,Bedford County,0.1647536290786773,medium
2821,51021,VA,Bland County,0.17263202171406844,medium
2822,51023,VA,Botetourt County,0.1647536290786773,medium
2823,51025,VA,Brunswick County,0.03301623997617085,medium
2824,51027,VA,Buchanan County,0.11609693506741768,medium
2825,51029,VA,Buckingham County,-0.2056782960564881,medium
2826,51031,VA,Campbell County,0.08249548140537072,medium
2827,51033,VA,Caroline County,0.1708606748935389,medium
2828,51035,VA,Carroll County,-0.02319943504476825,medium
2829,51036,VA,Charles City County,-0.2977665107620043,medium
2830,51037,VA,Charlotte County,-0.096770392705075,medium
2831,51041,VA,Chesterfield County,0.32805928167059645,medium
2832,51043,VA,Clarke County,0.2827122169003993,medium
2833,51045,VA,Craig County,-0.09101490878550167,medium
2834,51047,VA,Culpeper County,0.36568543340395737,medium
2835,51049,VA,Cumberland County,0.24804050101394745,medium
2836,51051,VA,Dickenson County,0.04597713361285268,medium
2837,51053,VA,Dinwiddie County,0.11826010060763008,medium
2838,51057,VA,Essex County,-0.05793010267054086,medium
2839,51059,VA,Fairfax County,0.4021066198472228,medium
2840,51061,VA,Fauquier County,0.4412892593067049,medium
2841,51063,VA,Floyd County,-0.02319943504476825,medium
2842,51065,VA,Fluvanna County,-0.0074607098571497,medium
2843,51067,VA,Franklin County,0.1289480306136903,medium
2844,51069,VA,Frederick County,0.2865008754486203,medium
2845,51071,VA,Giles County,0.17263202171406844,medium
2846,51073,VA,Gloucester County,0.09343123357424232,medium
2847,51075,VA,Goochland County,0.2845874694925133,medium
2848,51077,VA,Grayson County,0.1177022149748548,medium
2849,51079,VA,Greene County,0.20703420282573656,medium
